"Office of Special Education and Rehabilitative Services, Department of Educaion",Final Priority--Training of Interpreters for Individuals Who Are Deaf or Hard of Hearing and Individuals Who Are Deaf-Blind Program. Final priority,2016,Federal register,81,156,,53271,53280,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987629893&partnerID=40&md5=211a98b3368d50cd5733ed8801f0527c,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Office of Special Education and Rehabilitative Services, Department of Education",Final Priority--Training of Interpreters for Individuals Who Are Deaf or Hard of Hearing and Individuals Who Are Deaf-Blind Program. Final priority,2016,Federal register,81,142,,48335,48346,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981333081&partnerID=40&md5=dda5bdda794e0976ef36a1cba6ef036b,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Perez G.K., Mutchler J., Yang M.S., Fox Tree-Mcgrath C., Park E.R.",Promoting quality care in patients with cancer with limited English proficiency: perspectives of medical interpreters,2016,Psycho-Oncology,,,,1241,1245,,1,10.1002/pon.4176,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989907008&doi=10.1002%2fpon.4176&partnerID=40&md5=a23f25f644493e663656ddcd35d413bb,"Outcome after Critical Illness and Surgery (OACIS) Group, Johns Hopkins University School of Medicine, Baltimore, MD, United States",0,0,,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, United States",,"Department of Health Policy and Management, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, United States",,"Department of Physical Medicine and Rehabilitation, Johns Hopkins University, Baltimore, MD, United States",,"Department of Physiotherapy, School of Health Sciences, University of Melbourne, Melbourne, VIC, Australia",,"Department of Physical Therapy, Universidade Catolica de Brasilia, Brasilia, Brazil",,"Department of Physical Therapy, Hospital Santa Luzia, Brasilia, Brazil",,"Department of Research and Education, D'Or Institute, Brasilia, Brazil",,"Health Sciences Program, Escola Superior de Ciencias da Saude, Brasilia, Brazil",,"Department of Physical Therapy, Hospital de Base Do Distrito Federal, Brasilia, Brazil",,"School of Rehabilitation Science, McMaster University, Hamilton, ON, Canada",,,,,,,,,,,,,,,,0,0
"Ewens S., Vrij A., Leal S., Mann S., Jo E., Fisher R.P.","The effect of interpreters on eliciting information, cues to deceit and rapport",2016,Legal and Criminological Psychology,21,2,,286,304,,2,10.1111/lcrp.12067,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906024426&doi=10.1111%2flcrp.12067&partnerID=40&md5=4ef4044736012a0e918676770c86d40e,"Auditory Research Group Zurich, Division Neuropsychology, Institute of Psychology University of Zurich, Zurich, Switzerland",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Luff D., Martin E.B., Jr., Mills K., Mazzola N.M., Bell S.K., Meyer E.C.",CliniciansÃ• strategies for managing their emotions during difficult healthcare conversations,2016,Patient Education and Counseling,99,9,,1461,1466,,1,10.1016/j.pec.2016.06.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979582032&doi=10.1016%2fj.pec.2016.06.017&partnerID=40&md5=4c8001ab06c374314217f759bcec95d7,"Department of Teoriâ€¡ de la Seâ€“al y Comunicaciones, Universidad Rey Juan Carlos, Madrid, Spain",0,0,,"Department of Mathematics and Statistics, University of TromsÂ¿, TromsÂ¿, Norway",,"Electric and Electronic Department, Universidad de Las Fuerzas Armadas, ESPE, Ecuador",,"Norwegian Centre for Integrated Care and Telemedicine, University Hospital of North Norway, TromsÂ¿, Norway",,"IBM T.J. Watson Research Center, Yorktown, NY, United States",,"Department of Gastrointestinal Surgery, University Hospital of North Norway, TromsÂ¿, Norway",,"Institute of Clinical Medicine, University of TromsÂ¿, TromsÂ¿, Norway",,"Department of Gastrointestinal Surgery, Clinic for Surgery, Cancer, and Women's Health, University Hospital of Northern Norway, TromsÂ¿, Norway",,"Department of Colorectal Surgery, University Hospitals Case Medical Center, Cleveland, OH, United States",,"Department of Physics and Technology, University of TromsÂ¿, TromsÂ¿, Norway",,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Ravi K., Katzka D.A.",Esophageal Impedance Monitoring: Clinical Pearls and Pitfalls,2016,American Journal of Gastroenterology,111,9,,1245,1256,,,10.1038/ajg.2016.256,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975263049&doi=10.1038%2fajg.2016.256&partnerID=40&md5=fc9257d8e15957080fb5fc33026a33a8,"Department of Pediatrics, Golisano Childrens Hospital, University of Rochester Medical Center, 601 Elmwood Ave., Box 671, Rochester, NY, United States",0,0,,"Department of Psychiatry, University of Rochester Medical Center, Rochester, NY, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Collin D., GÃŒÂ_thlin J.H., Nilsson M., HellstrÃŒÂ_m M., Geijer M.",Added value of interpreter experience in occult and suspect hip fractures: a retrospective analysis of 254 patients,2016,Emergency Radiology,23,3,,229,234,,,10.1007/s10140-016-1385-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971507040&doi=10.1007%2fs10140-016-1385-2&partnerID=40&md5=6d095674388b370d40df5628e8480777,"Service de MÅ_decine Interne, Endocrinologie et Nutrition, Hâ„¢pital de Hautepierre, Hâ„¢pitaux Universitaires de Strasbourg, Strasbourg, France",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Mayo R., Parker V.G., Sherrill W.W., Coltman K., Hudson M.F., Nichols C.M., Yates A.M., Pribonic A.P.",Cutting corners: Provider perceptions of interpretation services and factors related to use of an ad hoc interpreter,2016,Hispanic Health Care International,14,2,,73,80,,,10.1177/1540415316646097,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988527528&doi=10.1177%2f1540415316646097&partnerID=40&md5=1effe595b3f888f63b34559a3f7dad99,"Laboratoire dImmunologie, CHU - Plateau Technique de Biologie, 2, rue AngÅ_lique Ducoudray, Dijon Cedex, France",0,0,,"Laboratoire d'immunologie, Hâ„¢pitaux Universitaires de Strasbourg, 1, place de l'Hâ„¢pital, Strasbourg Cedex, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Zendedel R., Schouten B.C., van Weert J.C.M., van den Putte B.","Informal interpreting in general practice: Comparing the perspectives of general practitioners, migrant patients and family interpreters",2016,Patient Education and Counseling,99,6,,981,987,,,10.1016/j.pec.2015.12.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953792211&doi=10.1016%2fj.pec.2015.12.021&partnerID=40&md5=da0ab7f794ef5af8d0a971b232409eb4,"Department of Radiology, Sahlgrenska University Hospital, MÃŒÂ_lndal, Sweden",0,0,,"Department of Radiology, Sahlgrenska University Hospital, Gothenburg, Sweden",,"Department of Medical Imaging and Physiology, SkÃŒÂ´ne University Hospital, Lund, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Keezer M.R., Wolfson C., Postuma R.B.","Age, Gender, Comorbidity, and the MDS-UPDRS: Results from a Population-Based Study",2016,Neuroepidemiology,46,3,,222,227,,3,10.1159/000444021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968813493&doi=10.1159%2f000444021&partnerID=40&md5=4470e209d2299a9f8ae854032fb6e96a,"Fujita Planning Co. Ltd., 1-8-7 Kita-Shinjuku, Shinjuku-ku, Tokyo, Japan",0,0,,"Namidabashi Lab Co Ltd, 1-1-10 Nihonzutsumi, Tokyo, Taito-ku, Japan",,"Minatomachi Clinic, Kuwan Fukushi Center, 7-6 Kinko-cho, Kanagawa-ku, Yokohama-shi, Kanagawa-ken, Japan",,"National Center for Child Health and Development, Department of Health Policy, 2-10-1 Okura, Tokyo, Setagaya-ku, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Zimmermann G.W.,Who is responsible for the interpreter for refugees? [Wer kÅ¸mmert sich um den Dolmetscher fÅ¸r FlÅ¸chtlinge?],2016,MMW Fortschritte der Medizin,158,4,,28,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979796789&partnerID=40&md5=4e81b3295f4bef257c6fff35ed856f9a,"College of Nursing, Medical University of South Carolina, 99 Jonathan Lucas Street SN511, MSC 160, Charleston, SC, United States",0,0,,"Ralph H. Johnson Veterans Affairs (VA) Medical Center, 109 Bee Street, Charleston, SC, United States",,"Department of English, University of North Carolina at Charlotte, 9201 University City Boulevard, Fretwell 255A, Charlotte, NC, United States",,"Department of Pediatrics, Medical University of South Carolina College of Medicine, 135 Rutledge Avenue, MSC 561, Charleston, SC, United States",,"General and Community Pediatrics, Oklahoma University Health Sciences Center, 1200 Children's Avenue, Suite 12400, Oklahoma City, OK, United States",,"Bilingo LLC, Goose Creek, SC, United States",,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Silva M.D., Genoff M., Zaballa A., Jewell S., Stabler S., Gany F.M., Diamond L.C.",Interpreting at the End of Life: A Systematic Review of the Impact of Interpreters on the Delivery of Palliative Care Services to Cancer Patients with Limited English Proficiency,2016,Journal of Pain and Symptom Management,51,3,,569,580,,,10.1016/j.jpainsymman.2015.10.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960122271&doi=10.1016%2fj.jpainsymman.2015.10.011&partnerID=40&md5=1926cef75bf62ff82473cf33c475853b,"NIHR University College London Hospitals Biomedical Research Centre, UCL Institute of Neurology, Queen Square, London, United Kingdom",0,0,,"Department of Neurology, Leiden University Medical Centre, Leiden, Netherlands",,"Centre Hospitalier de l'UniversitÅ_ de MontrÅ_al (CHUM), Hâ„¢pital Notre-Dame, Canada",,"Neuroepidemiology Research Unit, Research Institute, McGill University Health Centre, Canada",,"Department of Epidemiology, Biostatistics and Occupational Health, Canada",,"Department of Neurology, Montreal General Hospital, McGill University, 1650 Cedar Avenue, Montreal, QC, Canada",,"Department of Medicine, McGill University, Montreal, QC, Canada",,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Tew G.A., Brabyn S., Cook L., Peckham E.",The completeness of intervention descriptions in randomised trials of supervised exercise training in peripheral arterial disease,2016,PLoS ONE,11,3,e150869,,,,,10.1371/journal.pone.0150869,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962555549&doi=10.1371%2fjournal.pone.0150869&partnerID=40&md5=45c3e3457aa8d719db54a88aa48fc30f,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Njeru J.W., DeJesus R.S., St. Sauver J., Rutten L.J., Jacobson D.J., Wilson P., Wieland M.L.",Utilization of a mental health collaborative care model among patients who require interpreter services,2016,International Journal of Mental Health Systems,10,1,15,,,,2,10.1186/s13033-016-0044-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962185196&doi=10.1186%2fs13033-016-0044-z&partnerID=40&md5=f204098b8fe2fc026528b78f102a4004,"Department of Geriatrics and Palliative Medicine, Weill Cornell Medical Center, Baker Building 14th Floor, 525 East 68th Street, Box 39, New York, New York, United States",0,0,,"Department of Healthcare Policy and Research, Weill Cornell Medical Center, New York, NY, United States",,"Immigrant Health and Cancer Disparities Service, Department of Psychiatry and Behavioral Sciences, Memorial Sloan-Kettering Cancer Center, New York, NY, United States",,"Medical Library, Memorial Sloan-Kettering Cancer Center, New York, NY, United States",,"Department of Palliative Medicine, Memorial Sloan-Kettering Cancer Center, New York, NY, United States",,"Department of Medicine, Memorial Sloan-Kettering Cancer Center, New York, NY, United States",,"University of Washington School of Medicine, Seattle, Washington, United States",,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Lor M., Chewning B.",Telephone interpreter discrepancies: Videotapes of Hmong medication consultations,2016,International Journal of Pharmacy Practice,24,1,,30,39,,,10.1111/ijpp.12206,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954393061&doi=10.1111%2fijpp.12206&partnerID=40&md5=bbc27df9cff29fe9f1de9e0be66d4f39,"Auditory Research Group Zurich (ARGZ), Division Neuropsychology, Institute of Psychology, University of Zurich, Zurich, Switzerland",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Travin M.I., Henzlova M.J., van Eck-Smit B.L.F., Jain D., Carriâ€” I., Folks R.D., Garcia E.V., Jacobson A.F., Verberne H.J.",Assessment of 123I-mIBG and 99mTc-tetrofosmin single-photon emission computed tomographic images for the prediction of arrhythmic events in patients with ischemic heart failure: Intermediate severity innervation defects are associated with higher arrhythmic risk,2016,Journal of Nuclear Cardiology,,,,1,15,,3,10.1007/s12350-015-0336-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954534275&doi=10.1007%2fs12350-015-0336-8&partnerID=40&md5=fa8cb3e1c357ab9f6a4577beb865ed42,"Division OHNS, Duke University, DUMC, Box 3805, Durham, NC, United States",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Birnie K.A., Parker J.A., Chambers C.T.","Relevance of Water Temperature, Apparatus, and Age to Children's Pain during the Cold Pressor Task",2016,Pain Practice,16,1,,46,56,,2,10.1111/papr.12257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954499474&doi=10.1111%2fpapr.12257&partnerID=40&md5=9e34d29b6158f76ec088cce85b7fa707,"Department of Public Health, Academic Medical Centre/University of Amsterdam, Netherlands",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Segev A., Rovner M., Ian Appel D., Abrams A.W., Rotem M., Bloch Y.",Possible biases of researchers' attitudes toward video games: Publication Trends analysis of the medical literature (1980-2013),2016,Journal of Medical Internet Research,18,7,e196,,,,,10.2196/jmir.5935,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989922098&doi=10.2196%2fjmir.5935&partnerID=40&md5=8d27578fd50d82e490231265e6b792ae,"Department of Radiology and Medical Imaging, University of Virginia Health System, Box 800170, 1215 Lee Street, Charlottesville, VA, United States",38.0313454,-78.4980982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,38.0313454,-78.4980982
Quante J.,Use cases of a generic model interpreter in an automotive software setting,2016,"Proceedings - 2016 IEEE International Conference on Software Maintenance and Evolution, ICSME 2016",,,7816506,539,542,,,10.1109/ICSME.2016.81,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013054074&doi=10.1109%2fICSME.2016.81&partnerID=40&md5=4d2d050bb337ac5583569f2a2260b00f,"Shalvata Mental Health Center, 1st Aliyat Hanoar St, Hod Hasharon, Israel",0,0,,"Sackler School of Medicine, Tel Aviv University, Tel Aviv, Israel",,"Albert Einstein College of Medicine, Montefiore Medical Center, Bronx, NY, United States",,"University of Vermont Medical Center, Burlington, VT, United States",,"SUNY Downstate Medical Center, Brooklyn, NY, United States",,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Hu P., Fu H., Fu Y., Han D.",STEP-NC interpreter for intelligent and open CNC,2016,"International Symposium on Flexible Automation, ISFA 2016",,,7790133,41,44,,,10.1109/ISFA.2016.7790133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010501090&doi=10.1109%2fISFA.2016.7790133&partnerID=40&md5=7a320396201c7a9862f9a2627505e568,"Corporate Sector Research and Advance Engineering, Software Robert Bosch GmbH, Renningen, Germany",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
