"Evans J., Guo T.",Translation Studies,2016,Year's Work in Critical and Cultural Theory,24,1,,1,23,,,10.1093/ywcct/mbw001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994248928&doi=10.1093%2fywcct%2fmbw001&partnerID=40&md5=e3b5fa61910a1b33dd18e32e97835b3a,"Centre for Rehabilitation Research, School of Health and Medical Sciences, …rebro University, Box 1613, …rebro, Sweden",0,ZERO_RESULTS,,"Linkšping University, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Mehus C.J., Becher E.H.","Secondary traumatic stress, burnout, and compassion satisfaction in a sample of spoken-language interpreters",2016,Traumatology,22,4,,249,254,,,10.1037/trm0000023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009433384&doi=10.1037%2ftrm0000023&partnerID=40&md5=8c3c544d7b5a6f077d7fc4d9aab4c519,"Centre for Translation and Interpreting Studies in Scotland, Department of Languages and Intercultural Studies, School of Management and Languages, Heriot-Watt University, Edinburgh, United Kingdom",0,ZERO_RESULTS,,"York St John University, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Perez G.K., Mutchler J., Yang M.S., Fox Tree-Mcgrath C., Park E.R.",Promoting quality care in patients with cancer with limited English proficiency: perspectives of medical interpreters,2016,Psycho-Oncology,,,,1241,1245,,1,10.1002/pon.4176,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989907008&doi=10.1002%2fpon.4176&partnerID=40&md5=a23f25f644493e663656ddcd35d413bb,"Outcome after Critical Illness and Surgery (OACIS) Group, Johns Hopkins University School of Medicine, Baltimore, MD, United States",0,,,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, United States",,"Department of Health Policy and Management, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, United States",,"Department of Physical Medicine and Rehabilitation, Johns Hopkins University, Baltimore, MD, United States",,"Department of Physiotherapy, School of Health Sciences, University of Melbourne, Melbourne, VIC, Australia",,"Department of Physical Therapy, Universidade Catolica de Brasilia, Brasilia, Brazil",,"Department of Physical Therapy, Hospital Santa Luzia, Brasilia, Brazil",,"Department of Research and Education, D'Or Institute, Brasilia, Brazil",,"Health Sciences Program, Escola Superior de Ciencias da Saude, Brasilia, Brazil",,"Department of Physical Therapy, Hospital de Base Do Distrito Federal, Brasilia, Brazil",,"School of Rehabilitation Science, McMaster University, Hamilton, ON, Canada",,,,,,,,,,,,,,,,0,0
"Ewens S., Vrij A., Leal S., Mann S., Jo E., Fisher R.P.","The effect of interpreters on eliciting information, cues to deceit and rapport",2016,Legal and Criminological Psychology,21,2,,286,304,,2,10.1111/lcrp.12067,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906024426&doi=10.1111%2flcrp.12067&partnerID=40&md5=4ef4044736012a0e918676770c86d40e,"Auditory Research Group Zurich, Division Neuropsychology, Institute of Psychology University of Zurich, Zurich, Switzerland",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Luff D., Martin E.B., Jr., Mills K., Mazzola N.M., Bell S.K., Meyer E.C.",CliniciansÕ strategies for managing their emotions during difficult healthcare conversations,2016,Patient Education and Counseling,99,9,,1461,1466,,1,10.1016/j.pec.2016.06.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979582032&doi=10.1016%2fj.pec.2016.06.017&partnerID=40&md5=4c8001ab06c374314217f759bcec95d7,"Department of Teori‡ de la Se–al y Comunicaciones, Universidad Rey Juan Carlos, Madrid, Spain",0,ZERO_RESULTS,,"Department of Mathematics and Statistics, University of Troms¿, Troms¿, Norway",,"Electric and Electronic Department, Universidad de Las Fuerzas Armadas, ESPE, Ecuador",,"Norwegian Centre for Integrated Care and Telemedicine, University Hospital of North Norway, Troms¿, Norway",,"IBM T.J. Watson Research Center, Yorktown, NY, United States",,"Department of Gastrointestinal Surgery, University Hospital of North Norway, Troms¿, Norway",,"Institute of Clinical Medicine, University of Troms¿, Troms¿, Norway",,"Department of Gastrointestinal Surgery, Clinic for Surgery, Cancer, and Women's Health, University Hospital of Northern Norway, Troms¿, Norway",,"Department of Colorectal Surgery, University Hospitals Case Medical Center, Cleveland, OH, United States",,"Department of Physics and Technology, University of Troms¿, Troms¿, Norway",,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Ravi K., Katzka D.A.",Esophageal Impedance Monitoring: Clinical Pearls and Pitfalls,2016,American Journal of Gastroenterology,111,9,,1245,1256,,,10.1038/ajg.2016.256,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975263049&doi=10.1038%2fajg.2016.256&partnerID=40&md5=fc9257d8e15957080fb5fc33026a33a8,"Department of Pediatrics, Golisano Childrens Hospital, University of Rochester Medical Center, 601 Elmwood Ave., Box 671, Rochester, NY, United States",0,ZERO_RESULTS,,"Department of Psychiatry, University of Rochester Medical Center, Rochester, NY, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Collin D., GÌ¦thlin J.H., Nilsson M., HellstrÌ¦m M., Geijer M.",Added value of interpreter experience in occult and suspect hip fractures: a retrospective analysis of 254 patients,2016,Emergency Radiology,23,3,,229,234,,,10.1007/s10140-016-1385-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971507040&doi=10.1007%2fs10140-016-1385-2&partnerID=40&md5=6d095674388b370d40df5628e8480777,"Service de MŽdecine Interne, Endocrinologie et Nutrition, H™pital de Hautepierre, H™pitaux Universitaires de Strasbourg, Strasbourg, France",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Mayo R., Parker V.G., Sherrill W.W., Coltman K., Hudson M.F., Nichols C.M., Yates A.M., Pribonic A.P.",Cutting corners: Provider perceptions of interpretation services and factors related to use of an ad hoc interpreter,2016,Hispanic Health Care International,14,2,,73,80,,,10.1177/1540415316646097,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988527528&doi=10.1177%2f1540415316646097&partnerID=40&md5=1effe595b3f888f63b34559a3f7dad99,"Laboratoire dImmunologie, CHU - Plateau Technique de Biologie, 2, rue AngŽlique Ducoudray, Dijon Cedex, France",0,ZERO_RESULTS,,"Laboratoire d'immunologie, H™pitaux Universitaires de Strasbourg, 1, place de l'H™pital, Strasbourg Cedex, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Zendedel R., Schouten B.C., van Weert J.C.M., van den Putte B.","Informal interpreting in general practice: Comparing the perspectives of general practitioners, migrant patients and family interpreters",2016,Patient Education and Counseling,99,6,,981,987,,,10.1016/j.pec.2015.12.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953792211&doi=10.1016%2fj.pec.2015.12.021&partnerID=40&md5=da0ab7f794ef5af8d0a971b232409eb4,"Department of Radiology, Sahlgrenska University Hospital, MÌ¦lndal, Sweden",0,ZERO_RESULTS,,"Department of Radiology, Sahlgrenska University Hospital, Gothenburg, Sweden",,"Department of Medical Imaging and Physiology, SkÌ´ne University Hospital, Lund, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Keezer M.R., Wolfson C., Postuma R.B.","Age, Gender, Comorbidity, and the MDS-UPDRS: Results from a Population-Based Study",2016,Neuroepidemiology,46,3,,222,227,,3,10.1159/000444021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968813493&doi=10.1159%2f000444021&partnerID=40&md5=4470e209d2299a9f8ae854032fb6e96a,"Fujita Planning Co. Ltd., 1-8-7 Kita-Shinjuku, Shinjuku-ku, Tokyo, Japan",0,ZERO_RESULTS,,"Namidabashi Lab Co Ltd, 1-1-10 Nihonzutsumi, Tokyo, Taito-ku, Japan",,"Minatomachi Clinic, Kuwan Fukushi Center, 7-6 Kinko-cho, Kanagawa-ku, Yokohama-shi, Kanagawa-ken, Japan",,"National Center for Child Health and Development, Department of Health Policy, 2-10-1 Okura, Tokyo, Setagaya-ku, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Zimmermann G.W.,Who is responsible for the interpreter for refugees? [Wer kŸmmert sich um den Dolmetscher fŸr FlŸchtlinge?],2016,MMW Fortschritte der Medizin,158,4,,28,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979796789&partnerID=40&md5=4e81b3295f4bef257c6fff35ed856f9a,"College of Nursing, Medical University of South Carolina, 99 Jonathan Lucas Street SN511, MSC 160, Charleston, SC, United States",0,ZERO_RESULTS,,"Ralph H. Johnson Veterans Affairs (VA) Medical Center, 109 Bee Street, Charleston, SC, United States",,"Department of English, University of North Carolina at Charlotte, 9201 University City Boulevard, Fretwell 255A, Charlotte, NC, United States",,"Department of Pediatrics, Medical University of South Carolina College of Medicine, 135 Rutledge Avenue, MSC 561, Charleston, SC, United States",,"General and Community Pediatrics, Oklahoma University Health Sciences Center, 1200 Children's Avenue, Suite 12400, Oklahoma City, OK, United States",,"Bilingo LLC, Goose Creek, SC, United States",,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Silva M.D., Genoff M., Zaballa A., Jewell S., Stabler S., Gany F.M., Diamond L.C.",Interpreting at the End of Life: A Systematic Review of the Impact of Interpreters on the Delivery of Palliative Care Services to Cancer Patients with Limited English Proficiency,2016,Journal of Pain and Symptom Management,51,3,,569,580,,,10.1016/j.jpainsymman.2015.10.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960122271&doi=10.1016%2fj.jpainsymman.2015.10.011&partnerID=40&md5=1926cef75bf62ff82473cf33c475853b,"NIHR University College London Hospitals Biomedical Research Centre, UCL Institute of Neurology, Queen Square, London, United Kingdom",0,ZERO_RESULTS,,"Department of Neurology, Leiden University Medical Centre, Leiden, Netherlands",,"Centre Hospitalier de l'UniversitŽ de MontrŽal (CHUM), H™pital Notre-Dame, Canada",,"Neuroepidemiology Research Unit, Research Institute, McGill University Health Centre, Canada",,"Department of Epidemiology, Biostatistics and Occupational Health, Canada",,"Department of Neurology, Montreal General Hospital, McGill University, 1650 Cedar Avenue, Montreal, QC, Canada",,"Department of Medicine, McGill University, Montreal, QC, Canada",,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Njeru J.W., DeJesus R.S., St. Sauver J., Rutten L.J., Jacobson D.J., Wilson P., Wieland M.L.",Utilization of a mental health collaborative care model among patients who require interpreter services,2016,International Journal of Mental Health Systems,10,1,15,,,,2,10.1186/s13033-016-0044-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962185196&doi=10.1186%2fs13033-016-0044-z&partnerID=40&md5=f204098b8fe2fc026528b78f102a4004,"Department of Geriatrics and Palliative Medicine, Weill Cornell Medical Center, Baker Building 14th Floor, 525 East 68th Street, Box 39, New York, New York, United States",0,ZERO_RESULTS,,"Department of Healthcare Policy and Research, Weill Cornell Medical Center, New York, NY, United States",,"Immigrant Health and Cancer Disparities Service, Department of Psychiatry and Behavioral Sciences, Memorial Sloan-Kettering Cancer Center, New York, NY, United States",,"Medical Library, Memorial Sloan-Kettering Cancer Center, New York, NY, United States",,"Department of Palliative Medicine, Memorial Sloan-Kettering Cancer Center, New York, NY, United States",,"Department of Medicine, Memorial Sloan-Kettering Cancer Center, New York, NY, United States",,"University of Washington School of Medicine, Seattle, Washington, United States",,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Lor M., Chewning B.",Telephone interpreter discrepancies: Videotapes of Hmong medication consultations,2016,International Journal of Pharmacy Practice,24,1,,30,39,,,10.1111/ijpp.12206,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954393061&doi=10.1111%2fijpp.12206&partnerID=40&md5=bbc27df9cff29fe9f1de9e0be66d4f39,"Auditory Research Group Zurich (ARGZ), Division Neuropsychology, Institute of Psychology, University of Zurich, Zurich, Switzerland",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Travin M.I., Henzlova M.J., van Eck-Smit B.L.F., Jain D., Carri— I., Folks R.D., Garcia E.V., Jacobson A.F., Verberne H.J.",Assessment of 123I-mIBG and 99mTc-tetrofosmin single-photon emission computed tomographic images for the prediction of arrhythmic events in patients with ischemic heart failure: Intermediate severity innervation defects are associated with higher arrhythmic risk,2016,Journal of Nuclear Cardiology,,,,1,15,,3,10.1007/s12350-015-0336-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954534275&doi=10.1007%2fs12350-015-0336-8&partnerID=40&md5=fa8cb3e1c357ab9f6a4577beb865ed42,"Division OHNS, Duke University, DUMC, Box 3805, Durham, NC, United States",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Birnie K.A., Parker J.A., Chambers C.T.","Relevance of Water Temperature, Apparatus, and Age to Children's Pain during the Cold Pressor Task",2016,Pain Practice,16,1,,46,56,,2,10.1111/papr.12257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954499474&doi=10.1111%2fpapr.12257&partnerID=40&md5=9e34d29b6158f76ec088cce85b7fa707,"Department of Public Health, Academic Medical Centre/University of Amsterdam, Netherlands",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Quante J.,Use cases of a generic model interpreter in an automotive software setting,2016,"Proceedings - 2016 IEEE International Conference on Software Maintenance and Evolution, ICSME 2016",,,7816506,539,542,,,10.1109/ICSME.2016.81,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013054074&doi=10.1109%2fICSME.2016.81&partnerID=40&md5=4d2d050bb337ac5583569f2a2260b00f,"Shalvata Mental Health Center, 1st Aliyat Hanoar St, Hod Hasharon, Israel",0,ZERO_RESULTS,,"Sackler School of Medicine, Tel Aviv University, Tel Aviv, Israel",,"Albert Einstein College of Medicine, Montefiore Medical Center, Bronx, NY, United States",,"University of Vermont Medical Center, Burlington, VT, United States",,"SUNY Downstate Medical Center, Brooklyn, NY, United States",,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Hu P., Fu H., Fu Y., Han D.",STEP-NC interpreter for intelligent and open CNC,2016,"International Symposium on Flexible Automation, ISFA 2016",,,7790133,41,44,,,10.1109/ISFA.2016.7790133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010501090&doi=10.1109%2fISFA.2016.7790133&partnerID=40&md5=7a320396201c7a9862f9a2627505e568,"Corporate Sector Research and Advance Engineering, Software Robert Bosch GmbH, Renningen, Germany",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Quante J.,A program interpreter framework for arbitrary abstractions,2016,"Proceedings - 2016 IEEE 16th International Working Conference on Source Code Analysis and Manipulation, SCAM 2016",,,7781802,91,96,,,10.1109/SCAM.2016.29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010791773&doi=10.1109%2fSCAM.2016.29&partnerID=40&md5=c39031d1a6a4bbc1094a4618137a46b1,"School of Mechatronics Engineering, Harbin Institute of Technology, 92 West Dazhi Street Nan Gang District, Harbin, China",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Acuna F., Singana M., Onate F., Valdes V., Bustillos M.",Humanoid interpreter for teaching basic sign language [IntŽrprete humanoide para la ense–anza del lenguaje en se–as b‡sico],2016,"2016 IEEE International Conference on Automatica, ICA-ACCA 2016",,,7778503,,,,,10.1109/ICA-ACCA.2016.7778503,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010417182&doi=10.1109%2fICA-ACCA.2016.7778503&partnerID=40&md5=61c4db43e0e6e437596bf6643148b2c8,"Corporate Sector Research and Advance Engineering Software, Robert Bosch GmbH, Renningen, Germany",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Nunes R., Soares A., Azevedo L., Pereira P.",Geostatistical Seismic Inversion with Direct Sequential Simulation and Co-simulation with Multi-local Distribution Functions,2016,Mathematical Geosciences,,,,1,19,,,10.1007/s11004-016-9651-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984620348&doi=10.1007%2fs11004-016-9651-0&partnerID=40&md5=369ee81cb1727d00d0efcd08c3dd30ec,"Bilingual Cognition and Development Lab/Center of Linguistics and Applied Linguistics, Guangdong University of Foreign Studies, Guangzhou, China",0,ZERO_RESULTS,,"College of Foreign Studies, South China Agricultural University, Guangzhou, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Zhu T., Khajepour A., Zheng H.",Development of holistic corner control for electric vehicle using a new driver command interpreter,2016,ACM International Conference Proceeding Series,13-15-July-2016,,2952766,,,,,10.1145/2952744.2952766,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985994509&doi=10.1145%2f2952744.2952766&partnerID=40&md5=9e83a071cfc7c64a1adea7fc63382e47,"Tecnolog. y Serv. Agrarios S.A., Calle Julian Camarillo Ed. B, 6, Madrid, Spain",0,ZERO_RESULTS,,"IEO - Instituto Espa–ol de Oceanograf’a, Centro Oceanogr‡fico de Santander, Promontorio San Mart’n s/n, Santander, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Gastaldo R.A.,"New paleontological insights into the Emsian-Eifelian Trout Valley Formation, Baxter State Park's Scientific Forest Management Area, Aroostock County, Maine",2016,Palaios,31,7,,339,346,,,10.2110/palo.2016.035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979519949&doi=10.2110%2fpalo.2016.035&partnerID=40&md5=75a94ab1859738ad6bf7755fc3fcef3d,"Department of Electronic Information and Electrical Engineering, Zhaoqing University, Zhaoqing, Guangdong Province, China",0,ZERO_RESULTS,,"Department of Mechanical and Mechatronics Engineering, University of Waterloo, Waterloo, ON, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Arslan A., Polat H.A.",Guidance services and legal regulations aimed at interpreters and guides in the 19th century Ottoman Empire,2016,Tourism Management Perspectives,19,,,40,47,,,10.1016/j.tmp.2016.04.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966534350&doi=10.1016%2fj.tmp.2016.04.004&partnerID=40&md5=6ad0cd26e6e099277bf20cc3f999dfe3,"University Clinic Hamburg-Eppendorf, Clinic and Policlinic for Psychiatry and Psychotherapy, Martinistra§e 52, Hamburg, Germany",0,ZERO_RESULTS,,"Humboldt University Berlin, Department of Psychology, RudowerChaussee 18, Berlin, Germany",,"Medical School Hamburg, Department of Psychology, Am Kaiserkai 1, Hamburg, Germany",,"Max-Planck-Institute for Human Development, Center for Lifespan Psychology, Lentzeallee 94, Berlin, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
[No author name available],Interpreter Sam,2016,Leading Edge,35,6,,560,,,,10.1190/tle35060560.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975767876&doi=10.1190%2ftle35060560.1&partnerID=40&md5=8dd3bf3f6bd37f369a3a321b599c0f74,"Izmir K‰tip ‚elebi University, Tourism Faculty, Department of Tourist Guidance, Izmir, Turkey",0,ZERO_RESULTS,,"Seluk University, Bey?ehir Ali Akkanat Vocational High School, Konya, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Brown M., Palsberg J.",Breaking through the normalization barrier: A self-interpreter for F-omega,2016,ACM SIGPLAN Notices,51,1,,5,17,,,10.1145/2837614.2837623,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965082311&doi=10.1145%2f2837614.2837623&partnerID=40&md5=cd2211da890334e3f85ed203fb1bf584,"Department of Computer Science, Faculty of Science, Ibn Tofail University, Kenitra, Morocco",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Burke M.P.,Harnessing the Combined Power of Theoretical and Experimental Data through Multiscale Informatics,2016,International Journal of Chemical Kinetics,48,4,,212,235,,2,10.1002/kin.20984,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960381697&doi=10.1002%2fkin.20984&partnerID=40&md5=8e64901806c2f6605e37e16b7e9d81ac,"Software Languages Lab, Vrije Universiteit, Brussel, Belgium",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
